Title	Description	Keywords	Dataset Type	Collection Period	Organism	Genes	Tissue/Cell Type	Condition	Technique	Instrument Platform	Software	Usage Restrictions	Related Datasets	Link	Filename	User	Post ID	Likes
Phosphodiesterase 1A physically interacts with YTHDF2 and reinforces the progression of non-small cell lung cancer	Non-small cell lung cancer (NSCLC) is the most common subtype of lung cancer, and the prognosis is poor due to distant metastasis and drug resistance. Thus, there is an urgent need to discover novel therapeutic targets and strategies to overcome cisplatin resistance and metastasis. A series of in vitro and in vivo phenotype experiments were performed to investigate the role of PDE1A in NSCLC. The RIP assay, mRNA stability assay and LC- MS/MS were performed to investigate the molecular mechanisms of PDE1A in NSCLC progression. We demonstrated that phosphodiesterase 1A (PDE1A) promoted metastasis and EMT progression of NSCLC. In addition, NSCLC cells overexpressing PDE1A promoted angiogenesis by regulating exosome release. IL-6/JAK/STAT3 signaling pathway was highly enriched in PDE1A- coexpresssed genes, and PDE1A promoted NSCLC metastasis by activating the STAT3 pathway. GO enrichment analysis of PDE1A-interacting genes showed that PDE1A might interact with YTHDF2 and participate in m6A- containing RNA binding. The binding between PDE1A and YTHDF2 was verified, and PDE1A regulated the STAT3 pathway by interacting with YTHDF2. The mechanism of YTHDF2/PDE1A complex in regulating STAT3 pathway was predicted by overlapping YTHDF2-interacting-RNAs, and genes coexpressed with YTHDF2 and STAT3. The interactions between YTHDF2 and target mRNAs were predicted, and there were three predicted targets of YTHDF2 with high scores: NRF2, SOCS2, and MET. Indeed, PDE1A interacted with YTHDF2, destabilized SOCS2, and activated STAT3 pathway. Moreover, PDE1A suppression sensitized anti-NSCLC activity of cisplatin via regulating NRF2 and MET. This work not only uncovers a novel PDE1A/YTHDF2/STAT3 pathway in NSCLC progression but also provides therapeutic strategies for treating NSCLC patients with metastasis or cisplatin- resistance.	cancer_biology genes rna angiogenesis lung cell 1a phosphodiesterase metastasis cancer		2024-05-23								cc_by		https://www.biorxiv.org/content/early/2024/05/23/2024.05.21.595220.source.xml		Chong Zhang	30	0
Targeting PRMT3 Impairs Methylation and Oligomerization of HSP60 to Boost Anti-Tumor Immunity by Activating cGAS/STING Signaling	Hepatocellular carcinoma (HCC) is a highly lethal cancer for which current available treatment options have limited efficacy. Immunotherapy has emerged as a promising therapeutic option for HCC, yet resistance to immunotherapy is a major challenge. Here, we uncover protein arginine methyltransferase 3 (PRMT3) as a novel driver of immunotherapy resistance in HCC. We show that PRMT3 expression is induced by activated T cells in response to immune checkpoint blockade (ICB) via an interferon-gamma (IFN{gamma})-STAT1 signaling pathway, and that high PRMT3 expression inversely correlates with tumor-infiltrating CD8+ T cells and predicts poor response to ICB in HCC patients. We demonstrate that genetic depletion and pharmacological inhibition of PRMT3 induce a profound influx of T cells into tumors and activate anti-tumor immunity to suppress HCC progression. Mechanistically, we demonstrate that PRMT3 methylates HSP60, a mitochondrial chaperone protein, at R446, and that this novel post-translational modification is required for HSP60 oligomerization and maintaining mitochondrial homeostasis. We reveal that targeting PRMT3-dependent HSP60-R446 methylation boosts anti-tumor immunity by disrupting mitochondrial function, increasing mitochondrial DNA (mtDNA) leakage, and activating the cGAS/STING pathway, a key innate immune sensor of cytosolic DNA. Importantly, we provide genetic and pharmacologic evidence that targeting PRMT3 enhances anti-PD1 efficacy and anti-tumor immunity in HCC mouse models. Our study identifies PRMT3 as a potential biomarker and therapeutic target to overcome immunotherapy resistance in HCC.	boost cancer_biology activating oligomerization carcinoma immunotherapy tumors methylation cancer tumor		2024-05-23								cc_no		https://www.biorxiv.org/content/early/2024/05/23/2024.05.23.595475.source.xml		Yunfei Yuan	31	0
Loss of p21-activated kinase 4 (PAK4) suppresses pancreatic tumor progression and metastasis through regulating E-cadherin	"Pancreatic ductal adenocarcinoma (PDAC) is characterized by a poor prognosis with early and frequent metastasis. While p21-activated kinase 4 (PAK4) has been implicated in cell migration, and invasion, the molecular mechanisms in PDAC remain unknown. In this study, we found that PAK4 overexpression was correlated with poor survival in PDAC patients through analysis of TCGA data. PAK4-amplified PDAC cells showed enhanced mobility in contrast with wild-type. PAK4 knockdown in PAK4 amplified cells inhibited cell migration, invasion, and displacement by increased and stabilized E-cadherin, which was attributed to decreased activity of Cdc42. PAK4 knock-in in PAK4 wild-type models enhanced cell migration, invasion, and displacement by reduced E-cadherin through elevated Cdc42 activity. PAK4 bounded to E-cadherin, Cdc42, and p120ctn in immunoprecipitation. In confocal imaging, the colocalization of PAK4, E-cadherin, p120ctn, and Cdc42 was also identified. In an orthotopic PDAC mouse model, PAK4 knockdown decreased primary tumor size and occurrence of malignant ascites by activation of E-cadherin. Notably, in patients tissue specimens, inverse correlation on expression of PAK4 and E-cadherin were also shown. In conclusion, our study highlights that PAK4 promotes invasive and metastatic behavior by regulating E-cadherin in PDAC. PAK4 could be a potential therapeutic target for PDAC patients.  Graphical abstract  O_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=120 SRC=""FIGDIR/small/594599v1_ufig1.gif"" ALT=""Figure 1""> View larger version (28K): org.highwire.dtl.DTLVardef@1755a23org.highwire.dtl.DTLVardef@170b2a1org.highwire.dtl.DTLVardef@1df96edorg.highwire.dtl.DTLVardef@2dc46b_HPS_FORMAT_FIGEXP  M_FIG C_FIG"	cancer_biology overexpression pancreatic kinase adenocarcinoma metastasis malignant invasive tumor suppresses		2024-05-23								cc_no		https://www.biorxiv.org/content/early/2024/05/23/2024.05.22.594599.source.xml		Jin Won Kim	32	0
Mathematical Modeling Unveils Optimization Strategies for Targeted Radionuclide Therapy of Blood Cancers	Targeted radionuclide therapy is based on injections of cancer-specific molecules conjugated with radioactive nuclides. Despite the specificity of this treatment, it is not devoid of side-effects limiting its use and is especially harmful for rapidly proliferating organs well perfused by blood, like bone marrow. Optimization of radioconjugates administration accounting for toxicity constraints can increase treatment efficacy. Based on our experiments on disseminated multiple myeloma mouse model treated by 225Ac-DOTA-daratumumab, we developed a mathematical model which investigation highlighted the following principles for optimization of targeted radionuclide therapy. 1) Nuclide to antibody ratio importance. The density of radioconjugates on cancer cells determines the density of radiation energy deposited in them. Low labeling ratio as well as accumulation of unlabeled antibodies and antibodies attached to decay products in the bloodstream can mitigate cancer radiation damage due to excessive occupation of specific receptors by antibodies devoid of radioactive nuclides. 2) Cancer binding capacity-based dosing. The rate of binding of drug to cancer cells depends on the total number of their specific receptors, which therefore can be estimated from the pharmacokinetic curve of diagnostic radioconjugates. Injection of doses significantly exceeding cancer binding capacity should be avoided since radioconjugates remaining in the bloodstream have negligible efficacy to toxicity ratio. 3) Particle range-guided multi-dosing. The use of short-range particle emitters and high-affinity antibodies allows for robust treatment optimization via initial saturation of cancer binding capacity, enabling redistribution of further injected radioconjugates and deposited dose towards still viable cells that continue expressing specific receptors.  SignificanceMathematical modeling yields general principles for optimization of targeted radionuclide therapy in mouse models of multiple myeloma that can be extrapolated on another cancer models and on clinical setting.	cancer_biology myeloma radiation pharmacokinetic blood mathematical cancers therapy cancer optimization		2024-05-23								cc_by		https://www.biorxiv.org/content/early/2024/05/23/2024.05.22.595377.source.xml		Maxim Kuznetsov	33	0
Transposable Elements Shape Stemness in Normal and Leukemic Hematopoiesis	Despite most acute myeloid leukemia (AML) patients achieving complete remission after induction chemotherapy, two-thirds will relapse with fatal disease within five years. AML is organized as a cellular hierarchy sustained by leukemia stem cells (LSC) at the apex, with LSC properties directly linked to tumor progression, therapy failure, and disease relapse 1-5. Despite the central role of LSC in poor patient outcomes, little is known about the genetic determinants driving their stemness properties. As LSCs share many functional and molecular properties with normal hematopoietic stem cells (HSC) 6, we investigated accessible chromatin unique across normal hematopoietic and cancer cell states and identified transposable elements (TEs) as genetic determinants of both primitive populations in comparison with their downstream mature progeny. A clinically-relevant TE chromatin accessibility-based LSCTE121 signature was developed that enabled patient classification based on survival outcomes. Through functional assays, primitive cell specific-TE subfamilies were found to serve as docking sites for stem cell-associated regulators of genome topology or lineage-specific transcription factors, including LYL1 in LSCs. Finally, using chromatin editing tools, we establish that chromatin accessibility at LTR12C elements in LSCs are necessary to maintain stemness properties. Our work identifies TEs as genetic drivers of primitive versus mature cell states, where distinct TE subfamilies account for stemness properties in normal versus leukemic hematopoietic stem cells.	cancer_biology stemness shape transposable leukemic leukemia myeloid hematopoiesis chemotherapy cancer tumor		2024-05-16								cc_by_nc		https://www.biorxiv.org/content/early/2024/05/16/2021.02.16.431334.source.xml		Mathieu  Lupien	34	0
Enhancer plasticity in endometrial tumorigenesis demarcates non-coding somatic mutations and 3D-genome alterations boosting the oncogenic driver ESR1	The incidence and mortality of Endometrial Cancer (EC) is on the rise. 85% of ECs depend on Estrogen Receptor alpha (ER) for proliferation, but little is known about its transcriptional regulation in these tumors.  We generated epigenomics, transcriptomics and Hi-C datastreams in healthy and tumor endometrial tissues, identifying robust ER reprogramming and profound alterations in 3D genome organization that lead to a gain of tumor-specific enhancer activity during EC development. Integration with endometrial cancer risk single-nucleotide polymorphisms, as well as WGS data from primary tumors and metastatic samples revealed a striking enrichment of risk variants and non-coding somatic mutations at tumor-enriched ER sites. Through machine learning-based predictions and interaction proteomics analyses, we identified an enhancer mutation which alters 3D genome conformation, impairing recruitment of the transcriptional repressor EHMT2/G9a/KMT1C, thereby alleviating transcriptional repression of ESR1 in EC.  In summary, we identified a complex genomic-epigenomic interplay in EC development and progression, altering 3D genome organization to enhance expression of the critical driver ER.	cancer_biology endometrial tumorigenesis mutations tumor transcriptomics genome tumors cancer coding		2024-05-16								cc_by_nc_nd		https://www.biorxiv.org/content/early/2024/05/16/2023.07.25.550368.source.xml		Wilbert Zwart	35	0
CDC42 Inhibitors Alter Patterns of Vessel Arborization in Skin and Tumors in vivo	Tumors that arise in the epidermis must develop a vascular supply to grow beyond a millimeter in depth. This process requires CDC42 GTPases such as CDC42, RhoJ and RhoQ. Despite this dependence on angiogenesis for growth, melanoma tumors are minimally responsive to current anti-angiogenesis agents, highlighting the need for more effective drugs in this class. Here we integrate antibody infusion, optical tissue clearing, multiphoton imaging, and three-dimensional semi-automated tracing to develop a quantitative approach to measure changes in vascular architecture in skin and skin tumors. This new approach uncovered differences in vessel arborization in the skin of RhoJ KO mice as compared to wild-type mice. Furthermore, novel small molecules that inhibit CDC42 GTPases inhibited both tumor growth and vessel branching within tumors to a similar degree as Braf inhibitors, which are commonly used to treat melanoma. In contrast to Braf inhibitors, however, which only affected tumor vasculature, CDC42 inhibitors affected vascularization in both tumor and normal skin without apparent toxicity to endothelial or stromal cells. These novel CDC42 inhibitors similarly blocked vessel branching in human cell-based micro-physiological models of normal and tumor vessels. RNA sequencing revealed reduced expression of multiple angiogenesis-related genes in drug-treated skin. Taken together, these studies identify a new class of pharmacologic agents that inhibit vessel branching in both normal skin and tumors with potential utility for treating skin cancer and skin diseases characterized by pathologic angiogenesis.	cancer_biology arborization endothelial angiogenesis patterns cdc42 tumors inhibitors cancer tumor		2024-05-16								cc_no		https://www.biorxiv.org/content/early/2024/05/16/2024.04.09.588609.source.xml		Anand K Ganesan	36	0
Constitutive Photomorphogenesis Protein 1 homolog (COP1) sustains nuclear factor-4 alpha function in human hepatocyte models	Constitutive Photomorphogenesis Protein 1 homolog (COP1) is a conserved E3 ligase with key roles in several biological systems. Prior work in hepatocyte derived tumors categorized COP1 as an oncogene but its role in untransformed hepatocytes remains largely unexplored. Here we have investigated the role of COP1 in primary human hepatocytes as well as in two transformed hepatocyte models, HepG2 and HuH-7 cells. Contrary to a previous report, COP1 suppression via siRNA had no noticeable impact on HepG2 and HuH-7 proliferation and was associated with contrasting rather than congruent transcriptome changes. Clustering analyses identified patterns indicative of perturbed metabolism in primary hepatocytes and HepG2 cells whereas patterns pointed to cell proliferation impacts in HuH-7 cells. In HepG2 and primary hepatocytes, COP1 suppression reduced the expression important hepatic regulators and markers, which could be restored by the introduction of a siRNA resistant COP1 transgene. COP1 downregulation reduced hepatic nuclear factor-4 alpha (HNF4A) abundance and function, as assessed by lower abundance of key HNF4A targets and reduced APOB secretion. HNF4A restoration partially rescued COP1 silencing in HepG2 cells. This study identifies COP1 as a key regulator of hepatocyte function, in part via HNF4A. COP1 was required to maintain HNF4A abundance and function in primary hepatocytes and in HepG2 cells, but not in HuH-7 cells. Lastly, by demonstrating contrasting roles of COP1 in HuH-7 and HepG2 cells, our findings also challenge previous work linking COP1 to hepatic tumorigenesis.	cancer_biology photomorphogenesis tumorigenesis homolog protein hepatocytes hnf4a cop1 tumors hepatocyte hepatic		2024-05-09								cc_by		https://www.biorxiv.org/content/early/2024/05/09/2024.01.11.575239.source.xml		Sébastien Soubeyrand	37	0
RGS10 deficiency facilitates distant metastasis by inducing epithelial-mesenchymal transition in breast cancer	AbstractDistant metastasis is the major cause of death in patients with breast cancer. Epithelial-mesenchymal transition (EMT) contributes to breast cancer metastasis. Regulator of G protein-signaling (RGS) proteins modulate metastasis in various cancers. This study identified a novel role for RGS10 in EMT and metastasis in breast cancer. RGS10 protein levels were significantly lower in breast cancer tissues compared to normal breast tissues, and deficiency in RGS10 protein predicted a worse prognosis in patients with breast cancer. RGS10 protein levels were lower in the highly aggressive cell line MDA-MB-231 than in the poorly aggressive, less invasive cell lines MCF7 and SKBR3. Silencing RGS10 in SKBR3 cells enhanced EMT and caused SKBR3 cell migration and invasion. The ability of RGS10 to suppress EMT and metastasis in breast cancer was dependent on lipocalin-2 and miR-539-5p. These findings identify RGS10 as a tumor suppressor, prognostic biomarker, and potential therapeutic target for breast cancer.	mesenchymal cancer_biology epithelial breast cancers metastasis death invasive cancer tumor		2024-05-09								cc_by		https://www.biorxiv.org/content/early/2024/05/09/2024.03.04.583283.source.xml		Xi Gu	38	0
In vitro efficacy and in vivo toxicity and retention of targeted nanoformulated carboplatin in a sustained release carrier for treatment of osteosarcoma	Objectiveevaluate 1) if targeting of platinum magnetic nanoclusters will promote uptake in osteosarcoma cells in vitro, 2) targeting will improve uptake and delivery in murine OSA in vivo compared to free carboplatin, 3) incorporation into a sustained release carrier (SRC) will prolong local retention in vivo.  MethodsComplex stability and peptide loading was assessed. Drug release was tested at pH 7.4 and 5.5 and cellular uptake and cytotoxity determined for canine, human and mouse osteosarcoma. Subcutaneous murine osteosarcoma was induced and optimal dose and time until tumor growth were established. Tumor bearing mice were equally distributed between 8 treatment (0.5mg carboplatin/mouse) and 1 control group and sacrificed at 8 predetermined time points between 1 hour and 8 days. Blood, tumor site and organs were harvested for tissue ferron and platinum content analysis (ICP-MS).  ResultsCarboplatin was preferentially released at pH5.5. Targeting increased cellular uptake for carboplatin 15.2-fold, and decreased IC50 at 24h and 48h. At 2 weeks, a SC injection of 1-1.56 live cells/mouse reliably resulted in a palpable tumor. Plasma platinum peaked prior to 6 hours while plasma ferron peaked at 24-48 hours. Intratumoral delivery did not lead to a sustained local presence while local delivery in a SRC after surgery did.  ConclusionsTargeting of MNC-carboplatin is possible with an increased osteosarcoma cell uptake in vitro. In vivo metastatic uptake could not be assessed due to lack of metastases, but local delivery in a SRC yielded high local, and low systemic platinum concentrations in mice.	cancer_biology platinum surgery nanoformulated vitro nanoclusters osteosarcoma carboplatin tumor treatment		2024-05-09								cc_by_nc_nd		https://www.biorxiv.org/content/early/2024/05/09/2024.05.02.590788.source.xml		Marije Risselada	39	0
Targeting SCD triggers lipotoxicity of cancer cells and enhances anti-tumor immunity in breast cancer brain metastasis mouse models	Breast cancer brain metastases (BCBM) are a significant cause of mortality and are incurable. Thus, identifying BCBM targets that reduce morbidity and mortality is critical. BCBM upregulate Stearoyl-CoA Desaturase (SCD), an enzyme that catalyzes the synthesis of monounsaturated fatty acids, suggesting a potential metabolic vulnerability of BCBM. In this study, we tested the effect of a brain-penetrant clinical-stage inhibitor of SCD (SCDi), on breast cancer cells and mouse models of BCBM. Lipidomics, qPCR, and western blot were used to study the in vitro effects of SCDi. Single-cell RNA sequencing was used to explore the effects of SCDi on cancer and immune cells in a BCBM mouse model. Pharmacological inhibition of SCD markedly reshaped the lipidome of breast cancer cells and resulted in endoplasmic reticulum stress, DNA damage, loss of DNA damage repair, and cytotoxicity. Importantly, SCDi alone or combined with a PARP inhibitor prolonged the survival of BCBM-bearing mice. When tested in a syngeneic mouse model of BCBM, scRNAseq revealed that pharmacological inhibition of SCD enhanced antigen presentation by dendritic cells, was associated with a higher interferon signaling, increased the infiltration of cytotoxic T cells, and decreased the proportion of exhausted T cells and regulatory T cells in the tumor microenvironment (TME). Additionally, pharmacological inhibition of SCD decreased engagement of immunosuppressive pathways, including the PD-1:PD-L1/PD-L2 and PVR/TIGIT axes. These findings suggest that SCD inhibition could be an effective strategy to intrinsically reduce tumor growth and reprogram anti-tumor immunity in the brain microenvironment to treat BCBM.	cancer_biology endoplasmic immunosuppressive lipotoxicity cells mouse pharmacological cancer tumor		2024-05-09								cc_no		https://www.biorxiv.org/content/early/2024/05/09/2024.05.06.592766.source.xml		Alessandro Sammarco	40	0
Lipid availability influences ferroptosis sensitivity in cancer cells by regulating polyunsaturated fatty acid trafficking	Ferroptosis is a form of cell death caused by lipid peroxidation that is emerging as a target for cancer therapy, highlighting the need to identify factors that govern ferroptosis susceptibility. Lipid peroxidation occurs primarily on phospholipids containing polyunsaturated fatty acids (PUFAs). Here, we show that even though extracellular lipid limitation reduces cellular PUFA levels, lipid-starved cancer cells are paradoxically more sensitive to ferroptosis. Using mass spectrometry-based lipidomics with stable isotope fatty acid labeling, we show that lipid limitation induces a fatty acid trafficking pathway in which PUFAs are liberated from triglycerides to synthesize highly unsaturated PUFAs such as arachidonic acid and adrenic acid. These PUFAs then accumulate in phospholipids, particularly ether phospholipids, to promote ferroptosis sensitivity. Therefore, PUFA levels within cancer cells do not necessarily correlate with ferroptosis susceptibility. Rather, how cancer cells respond to extracellular lipid levels by trafficking PUFAs into proper phospholipid pools dictates their sensitivity to ferroptosis.	cancer_biology lipidomics polyunsaturated lipid trafficking spectrometry ferroptosis therapy cancer		2024-05-09								cc_by_nc_nd		https://www.biorxiv.org/content/early/2024/05/09/2024.05.06.592780.source.xml		Evan C Lien	41	0
Unveiling Novel Double-Negative Prostate Cancer Subtypes Through Single-Cell RNA Sequencing Analysis	"Recent advancements in single-cell RNA sequencing (scRNAseq) have facilitated the discovery of previously unrecognized subtypes within prostate cancer (PCa), offering new insights into disease heterogeneity and progression. In this study, we integrated scRNAseq data from multiple studies, comprising both publicly available cohorts and data generated by our research team, and established the HuPSA (Human Prostate Single cell Atlas) and the MoPSA (Mouse Prostate Single cell Atlas) datasets. Through comprehensive analysis, we identified two novel double-negative PCa populations: KRT7 cells characterized by elevated KRT7 expression, and progenitor-like cells marked by SOX2 and FOXA2 expression, distinct from NEPCa, and displaying stem/progenitor features. Furthermore, HuPSA-based deconvolution allowed for the re-classification of human PCa specimens, validating the presence of these novel subtypes. Leveraging these findings, we developed a user-friendly web application, ""HuPSA-MoPSA"" (https://pcatools.shinyapps.io/HuPSA-MoPSA/), for visualizing gene expression across all newly-established datasets. Our study provides comprehensive tools for PCa research and uncovers novel cancer subtypes that can inform clinical diagnosis and treatment strategies.  Graph abstract  O_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=161 SRC=""FIGDIR/small/553009v3_ufig1.gif"" ALT=""Figure 1""> View larger version (44K): org.highwire.dtl.DTLVardef@efa7c3org.highwire.dtl.DTLVardef@1ef0c4eorg.highwire.dtl.DTLVardef@110f8c0org.highwire.dtl.DTLVardef@13b2ed4_HPS_FORMAT_FIGEXP  M_FIG C_FIG"	13b2ed4_hps_format_figexp cancer_biology rna sequencing 553009v3_ufig1 prostate cancer unveiling		2024-05-02								cc_by_nc_nd		https://www.biorxiv.org/content/early/2024/05/02/2023.08.11.553009.source.xml		SIYUAN CHENG	42	0
Decoil: Reconstructing extrachromosomal DNA structural heterogeneity from long-read sequencing data	Circular extrachromosomal DNA (ecDNA) is a form of oncogene amplification found across cancer types and associated with poor outcome in patients. EcDNA can be structurally complex and contain rearranged DNA sequences derived from multiple chromosome locations. As the structure of ecDNA can impact oncogene regulation and may indicate mechanisms of its formation, disentangling it at high resolution from sequencing data is essential. Even though methods have been developed to identify and reconstruct ecDNA in cancer genome sequencing, it remains challenging to resolve complex ecDNA structures, in particular amplicons with shared genomic footprints. We here introduce Decoil, a computational method which combines a breakpoint-graph approach with LASSO regression to reconstruct complex ecDNA and deconvolve co-occurring ecDNA elements with overlapping genomic footprints from long-read nanopore sequencing. Decoil outperforms de-novo assembly and alignment-based methods in simulated longread sequencing data for both simple and complex ecDNAs. Applying Decoil on whole genome sequencing data uncovered different ecDNA topologies and explored ecDNA structure heterogeneity in neuroblastoma tumors and cell lines, indicating that this method may improve ecDNA structural analyzes in cancer.	cancer_biology reconstructing sequencing dna data neuroblastoma extrachromosomal tumors cancer		2024-05-02								cc_by_nc_nd		https://www.biorxiv.org/content/early/2024/05/02/2023.11.15.567169.source.xml		Anton G. Henssen	43	0
PTBP2 promotes cell survival and autophagy in Chronic Myeloid Leukemia by stabilizing BNIP3	Polypyrimidine tract binding protein 2 (PTBP2) regulates alternative splicing in neuronal, muscle, and Sertoli cells. PTBP2 and its paralog, PTBP1, which plays a role in B-cell development, was found to be expressed aberrantly in myeloid leukemia. Genetic ablation of Ptbp2 in the cells resulted in decreased cellular proliferation and repopulating ability, decreased reactive oxygen species (ROS), and altered mitochondrial morphology. The sensitivity of CML cells to imatinib increased after the knockout of Ptbp2. RNA immunoprecipitation followed by sequencing (RIP-seq) and functional assays confirmed that PTBP2 binds to Bcl-2 Interacting Protein 3 (Bnip3)-3UTR and stabilizes its expression. Our study also suggests that PTBP2 promotes autophagy, as evidenced by the low levels of LC3-II expression in Ptbp2-knockout cells treated with Bafilomycin A1. This effect was restored upon overexpression of Bnip3 in the knockout cells. Notably, when KCL22-NTC cells were subcutaneously injected into the flanks of mice, they gave rise to malignant tumors, unlike Ptbp2-KO-KCL22 cells. This underscores the role of PTBP2 in promoting cell proliferation and tumor formation while enhancing autophagy through Bnip3, thereby supporting the role of PTBP2 as an oncogene in CML.	cancer_biology autophagy ptbp2 myeloid leukemia stabilizing tumors tumor		2024-05-02								cc_no		https://www.biorxiv.org/content/early/2024/05/02/2024.01.26.577177.source.xml		Soumen chakraborty	44	0
Aberrant cytoplasmic localization of MLH1 characterizes a sub-clonal breast cancer cell population that seeds recurrence	Estrogen receptor positive (ER+) breast cancer is one of the most common causes of cancer-related death in women. Mortality is largely driven by recurrence of treatment-resistant disease after many years of apparent response, making the molecular events that cause recurrence a critical area of investigation. Loss of expression of MLH1, a tumor suppressor best studied in its role in mismatch repair, induces resistance of ER+ breast cancer cells to standard estrogen-targeting therapies. It does so by delinking cell cycle progression from estrogen regulation, a role distinct from its function in mismatch repair. MLH1 loss, as currently clinically diagnosed by detecting genomic instability or by immunohistochemistry for absence of protein, occurs in 12-15% of all cancers. Here, we demonstrate that sub-clonal, patient-derived mutations in MLH1, which neither impact protein abundance nor contribute sufficiently to genomic instability to be detected diagnostically, seed endocrine treatment resistance by enabling estrogen-independent growth in vitro, ex vivo in patient-derived organoids (p=0.005) and in vivo (p=0.0001). The mechanism underlying this endocrine treatment resistance is aberrant localization of MLH1 to the cytoplasm in vitro and in vivo (p=0.04), which precludes cell cycle arrest in response to endocrine therapy while simultaneously rendering cells acutely dependent on CDK4/6 activity. Consequently, administration of CDK4/6 inhibitors causes extreme regression in cells with cytoplasmic MLH1 compared to control cell populations with nuclear localization of MLH1 in vitro (p=0.00000009), ex vivo (p=0.01) and in vivo (p=0.01). As aberrant cytoplasmic localization occurs in an additional [~]12% of ER+ breast cancer patients, it constitutes a new, major contributor to MLH1 dysregulation. The potential applicability of cytoplasmic MLH1 as a predictor of responsiveness to existing targeted therapies in a hard-to-treat breast cancer subtype posits an update of current clinical diagnostic criteria and therapeutic strategies. This is particularly important in the adjuvant setting where identification of biomarkers predicting responsiveness to CDK4/6 inhibitors remains an urgent, unmet clinical need.	cancer_biology estrogen aberrant breast cytoplasmic recurrence cancers immunohistochemistry cancer tumor		2024-05-02								cc_no		https://www.biorxiv.org/content/early/2024/05/02/2024.02.27.582389.source.xml		Svasti Haricharan	45	0
Aberrant cytoplasmic localization of MLH1 characterizes a sub-clonal breast cancer cell population that seeds recurrence	Estrogen receptor positive (ER+) breast cancer is one of the most common causes of cancer-related death in women. Mortality is largely driven by recurrence of treatment-resistant disease after many years of apparent response, making the molecular events that cause recurrence a critical area of investigation. Loss of expression of MLH1, a tumor suppressor best studied in its role in mismatch repair, induces resistance of ER+ breast cancer cells to standard estrogen-targeting therapies. It does so by delinking cell cycle progression from estrogen regulation, a role distinct from its function in mismatch repair. MLH1 loss, as currently clinically diagnosed by detecting genomic instability or by immunohistochemistry for absence of protein, occurs in 12-15% of all cancers. Here, we demonstrate that sub-clonal, patient-derived mutations in MLH1, which neither impact protein abundance nor contribute sufficiently to genomic instability to be detected diagnostically, seed endocrine treatment resistance by enabling estrogen-independent growth in vitro, ex vivo in patient-derived organoids (p=0.005) and in vivo (p=0.0001). The mechanism underlying this endocrine treatment resistance is aberrant localization of MLH1 to the cytoplasm in vitro and in vivo (p=0.04), which precludes cell cycle arrest in response to endocrine therapy while simultaneously rendering cells acutely dependent on CDK4/6 activity. Consequently, administration of CDK4/6 inhibitors causes extreme regression in cells with cytoplasmic MLH1 compared to control cell populations with nuclear localization of MLH1 in vitro (p=0.00000009), ex vivo (p=0.01) and in vivo (p=0.01). As aberrant cytoplasmic localization occurs in an additional [~]12% of ER+ breast cancer patients, it constitutes a new, major contributor to MLH1 dysregulation. The potential applicability of cytoplasmic MLH1 as a predictor of responsiveness to existing targeted therapies in a hard-to-treat breast cancer subtype posits an update of current clinical diagnostic criteria and therapeutic strategies. This is particularly important in the adjuvant setting where identification of biomarkers predicting responsiveness to CDK4/6 inhibitors remains an urgent, unmet clinical need.	cancer_biology estrogen aberrant breast cytoplasmic recurrence cancers immunohistochemistry cancer tumor		2024-05-02								cc_no		https://www.biorxiv.org/content/early/2024/05/02/2024.02.27.582389.source.xml		Svasti Haricharan	46	0
Magnetic particle imaging reveals that iron-labeled extracellular vesicles accumulate in brains of mice with metastases	"The incidence of breast cancer remains high worldwide and is associated with a significant risk of metastasis to the brain that can be fatal; this is due, in part, to the inability of therapeutics to cross the blood brain barrier (BBB). Extracellular vesicles (EVs) have been found to cross the BBB and further, have been used to deliver drugs to tumors. EVs from different cell types appear to have different patterns of accumulation and retention as well as efficiency of bioactive cargo delivery to recipient cells in the body. Engineering EVs as delivery tools to treat brain metastases, therefore, will require an understanding of the timing of EV accumulation, and their localization relative to metastatic sites. Magnetic particle imaging (MPI) is a sensitive and quantitative imaging method that directly detects superparamagnetic iron. Here, we demonstrate MPI as a novel tool to characterize EV biodistribution in metastatic disease after labeling EVs with superparamagnetic iron oxide (SPIO) nanoparticles. Iron-labeled EVs (FeEVs) were collected from iron-labeled parental primary 4T1 tumor cells and brain-seeking 4T1BR5 cells, followed by injection into mice with orthotopic tumors or brain metastases. MPI quantification revealed that FeEVs were retained for longer in orthotopic mammary carcinomas compared to SPIOs. MPI signal due to iron could only be detected in brains of mice bearing brain metastases after injection of FeEVs, but not SPIOs, or FeEVs when mice did not have brain metastases. These findings indicate the potential use of EVs as a therapeutic delivery tool in primary and metastatic tumors.  TOC Graphic  O_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=99 SRC=""FIGDIR/small/584146v2_ufig1.gif"" ALT=""Figure 1""> View larger version (20K): org.highwire.dtl.DTLVardef@8cf21org.highwire.dtl.DTLVardef@56b6f0org.highwire.dtl.DTLVardef@104626eorg.highwire.dtl.DTLVardef@da60cd_HPS_FORMAT_FIGEXP  M_FIG C_FIG"	iron cancer_biology disease carcinomas mice imaging metastases tumors cancer tumor extracellular		2024-05-02								cc_by_nc		https://www.biorxiv.org/content/early/2024/05/02/2024.03.12.584146.source.xml		Ashley V Makela	47	0
