Title	Description	Keywords	Dataset Type	Collection Period	Organism	Genes	Tissue/Cell Type	Condition	Technique	Instrument Platform	Software	Usage Restrictions	Related Datasets	Link	Filename	User	Post ID	Likes
KDM2B is required for ribosome biogenesis and its depletion unequally affects mRNA translation	KDM2B is a JmjC domain lysine demethylase, which promotes cell immortalization, stem cell self-renewal and tumorigenesis. Here we employed a multi-omics strategy to address its role in ribosome biogenesis and mRNA translation. These processes are required to sustain cell proliferation, an important cancer hallmark. Contrary to earlier observations, KDM2B promotes ribosome biogenesis by stimulating the transcription of genes encoding ribosome biogenesis factors and ribosomal proteins, particularly those involved in the biogenesis of the 40S ribosomal subunits. Knockdown of KDM2B impaired the assembly of the small and large subunit processomes, as evidenced by specific defects in pre-ribosomal RNA processing. The final outcome was a decrease in the rate of ribosome assembly and in the abundance of ribosomes, and inhibition of mRNA translation. The inhibition of translation was distributed unequally among mRNAs with different features, suggesting that mRNA-embedded properties influence how mRNAs interpret ribosome abundance. This study identified a novel mechanism contributing to the regulation of translation and provided evidence for a rich biology elicited by a pathway that depends on KDM2B, and perhaps other regulators of translation.	cancer_biology biology tumorigenesis ribosomal biogenesis depletion mrna ribosome cancer kdm2b		2024-06-06								cc_by_nc_nd		https://www.biorxiv.org/content/early/2024/06/06/2024.05.22.595403.source.xml		Vollter Anastas	11	0
The Universal Breast cancer Subtyping 93 finds that claudin-low breast cancer may originate from basal breast cancer.	BackgroundBreast cancer is a complex disease with diverse molecular characteristics, significantly impacting patient prognosis, outcomes, and treatment decisions. Previous studies have introduced PAM50 classifiers and claudin-low classifiers based on bulk RNA-seq samples. However, single-cell analysis has revealed the existence of distinct subtypes within the same tumor, indicating that classifiers relying on gene signatures derived from bulk samples may not accurately capture the true molecular features of breast cancer.  MethodTo address this limitation, we utilized single-cell data from breast cancer patients to define the E-M ratio parameter. We identified 93 epithelial-specific genes and developed a Universal Breast cancer Subtyping 93 (UBS93). To validate the efficacy of UBS93, we conducted separate analyses using bulk RNA-seq and single-cell RNA-seq datasets of human breast cancer cell lines, as well as bulk RNA-seq data from mice. Additionally, we compared the performance of UBS93 with that of the genefu package to highlight its advantages.  ResultsUBS93 demonstrated excellent performance in human and mouse datasets, including bulk RNA-seq and single-cell RNA-seq data. It exhibited higher epithelial specificity and accuracy compared to PAM50 genes. When predicting bulk RNA-seq data from breast cancer cell lines and mouse models, UBS93 outperformed the genefu package. Single-cell validation revealed the coexistence of basal and claudin-low subtypes in the HDQP1 cell line and two TNBC patients, suggesting a shared origin. Differential gene expression analysis identified ELF3 loss as a potential driver for basal-to-claudin-low differentiation. Experimental validation confirmed that the downregulation of ELF3 resulted in the downregulation of CLDN3, CLDN4, and CLDN7, facilitating the transition from basal to claudin-low cells.  ConclusionOur study constructed a comprehensive breast cancer classification, UBS93, based on 93 epithelial-specific genes identified using single-cell data. By applying UBS93, we unveiled the coexistence of basal and claudin-low subtypes and illuminated the molecular mechanism underlying basal-to-claudin-low differentiation, with ELF3 loss playing a significant role in this process.  BackgroundBreast cancer is a heterogeneous disease in terms of molecular alterations, cellular composition, and clinical outcomes. However, this heterogeneity poses challenges regarding clinically relevant tumor classification for prognosis and prediction [36931265] [1]. Fortunately, researchers have utilized microarray technology to develop an intrinsic breast cancer classifier called PAM50, which categorizes cancer into five subtypes: Luminal A, Luminal B, HER2-enriched, Basal-like, and Normal-like [19204204] [2]. This classification system significantly enhances the prognostic and predictive value over traditional approaches, including pathological staging, histological grading, and standard clinical biomarkers.  Through in-depth investigation of gene expression profiles in breast cancer, researchers have discovered a novel subtype characterized by low expression levels of cell adhesion components such as CLDN3, CLDN4, CLDN7, and CDH1, which is associated with mesenchymal features. This new subtype exhibits increased proliferative capacity and poorer prognosis [17493263] [3]. In response, Alexi et al. developed a classification method called the nine-cell line claudin-low predictor, categorizing breast cancer into two groups: Claudin-low and Others [20813035] [4]. However, the origin of this new subtype has been a subject of ongoing debate. Some researchers suggest that the occurrence and progression of triple-negative breast cancer from luminal epithelium are driven by carcinogenic RAS signal transduction., although this conclusion has yet to be validated in human data [34145248] [5]. Another study, based on genetic, epigenetic, and gene expression analyses, found that claudin-low breast cancer originates from three subgroups, with two subgroups associated with luminal and basal-like subtypes, and the third subgroup closely related to normal human breast stem cells [32647202] [6]. In conclusion, the origin of claudin-low breast cancer is a complex process that requires further research to explore the underlying mechanisms and contributing factors.  Single-cell transcriptomic analysis has provided us with deeper insights into the heterogeneity among different subtypes of breast cancer [35352511] [7]. By analyzing the intrinsic subtypes within individual malignant cells, it has been discovered that there exist cells of different subtypes within a single tumor. This indicates that the tumor subtypes defined by gene signatures obtained through bulk RNA sequencing may not always accurately reflect the true molecular phenotype of the tumor [36931265][1]. To gain a more comprehensive understanding of tumor cells, single-cell analysis is necessary. Additionally, there is a lack of standardized prediction for breast cancer subtypes. To address these issues, we have developed a novel epithelial cell-specific prediction factor called Universal Breast Cancer Subtyping 93 (UBS93). UBS93 classifies breast cancer into four subtypes: Basal, Claudin-low, HER2-amp, and Luminal. UBS93 focuses on epithelial-specific markers and aims to provide a more consistent and comprehensive approach for breast cancer subtype classification. This advancement holds the potential to improve the accuracy of classification, facilitate personalized treatment strategies, and guide clinical decision-making.	cancer_biology genetic biomarkers breast 93 claudin carcinogenic subtyping cancer tumor		2024-06-06								cc_no		https://www.biorxiv.org/content/early/2024/06/06/2024.06.02.597060.source.xml		Jing Li	12	0
An organoid co-culture model for probing systemic anti-tumor immunity in lung cancer	"Deciphering the interactions between tumor micro- and systemic immune macro-environment is essential for developing more effective cancer diagnosis and treatment strategies. Here, we established a gel-liquid interface (GLI) co-culture of lung cancer organoids (LCOs) and paired peripheral blood mononuclear cells (PBMCs), featuring with enhanced interactions of immune cells and tumor organoids, to mimic the in vivo systemic anti-tumor immunity induced by immune checkpoint inhibitors (ICI). The co-culture model recapitulates the in vivo ICI-induced T cell recruitment and subsequent tumor regression, predicting the clinical results precisely. We demonstrated that circulating tumor-reactive T cells, which are effector memory-like with high expression levels of GNLY, CD44 and CD9, can serve as an indicator of the immunotherapy efficacy. Interestingly, enhanced inflammatory signaling in blood T cells is accompanied with prompted exhaustion and compromised anti-tumor function, when encountering with organoids. Our findings suggest that the GLI co-culture can be used for developing diagnostic strategies for precision immunotherapies as well as understanding the underlying mechanisms.  Summary figure  O_FIG O_LINKSMALLFIG WIDTH=178 HEIGHT=200 SRC=""FIGDIR/small/597327v1_ufig1.gif"" ALT=""Figure 1""> View larger version (48K): org.highwire.dtl.DTLVardef@a0829dorg.highwire.dtl.DTLVardef@1df3083org.highwire.dtl.DTLVardef@1ea1065org.highwire.dtl.DTLVardef@1da9464_HPS_FORMAT_FIGEXP  M_FIG C_FIG"	cancer_biology immunotherapies lung 1da9464_hps_format_figexp systemic organoid immunotherapy cancer tumor		2024-06-06								cc_no		https://www.biorxiv.org/content/early/2024/06/06/2024.06.04.597327.source.xml		Peng Liu	13	0
Comprehensive single cell transcriptomics analysis of murine osteosarcoma uncovers Skp2 function in metastasis, genomic instability and immune activation and reveals additional target pathways	Osteosarcoma (OS) is the most common primary pediatric bone malignancy. One promising new therapeutic target is SKP2, encoding a substrate recognition factor of the SCF E3 ubiquitin ligase responsible for ubiquitination and proteasome degradation of substrate p27, thus driving cellular proliferation. We have shown previously that knockout of Skp2 in an immunocompetent transgenic mouse model of OS improved survival, drove apoptosis, and induced tumor inflammation. Here, we applied single-cell RNA-sequencing (scRNA-seq) to study primary OS tumors derived from Osx-Cre driven conditional knockout of Rb1 and Trp53. We showed that murine OS models recapitulate the tumor heterogeneity and microenvironment complexity observed in patient tumors. We further compared this model with OS models with functional disruption of Skp2: one with Skp2 knockout and the other with the Skp2-p27 interaction disrupted (resulting in p27 overexpression). We found reduction of T cell exhaustion and upregulation of interferon activation, along with evidence of replicative and endoplasmic reticulum-related stress in the Skp2 disruption models, and showed that interferon induction was correlated with improved survival in OS patients. Additionally, our scRNA-seq analysis uncovered decreased activities of metastasis-related gene signatures in the Skp2-disrupted OS, which we validated by observation of a strong reduction in lung metastasis in the Skp2 knockout mice. Finally, we report several potential mechanisms of escape from targeting Skp2 in OS, including upregulation of Myc targets, DNA copy number amplification and overexpression of alternative E3 ligase genes, and potential alternative lineage activation. These mechanistic insights into OS tumor biology and Skp2 function suggest novel targets for new, synergistic therapies, while the data and our comprehensive analysis may serve as a public resource for further big data-driven OS research.	cancer_biology biology dna cell metastasis transcriptomics tumors osteosarcoma tumor genomic		2024-06-06								cc_by_nc_nd		https://www.biorxiv.org/content/early/2024/06/06/2024.06.04.597347.source.xml		Deyou Zheng	14	0
Up-regulated transcriptional regulators in mutant RAS gene signatures: a time-resolved multi-omics study in generic epithelial cell models	The expression of mutated RAS genes drives extensive transcriptome alterations. Perturbation experiments have shown that the transcriptional responses to downstream effector pathways are partially unique and non-overlapping, suggesting a modular organization of the RAS-driven expression program. However, the relationship between individual deregulated transcription factors and the entire cancer cell-specific genetic program is poorly understood. To identify potential regulators of the RAS/MAPK-dependent fraction of the genetic program, we monitored transcriptome and proteome changes following conditional, time-resolved expression of mutant HRASG12V in human epithelial cells during neoplastic conversion. High mobility group AT hook2 (HMGA2), an architectural chromatin modulating protein and oncofetal tumour marker, was recovered as the earliest upregulated transcription factor. Knock-down of HMGA2 reverted anchorage-independent growth and epithelial-mesenchymal transition not only in HRAS-transformed cells but also in an independent, KRASG12V-driven rat epithelial model. Moreover, HMGA2 silencing reverted the deregulated expression of 60% of RAS-responsive target genes. These features qualify HMGA2 as a master regulator of mutant RAS-driven expression patterns. The delayed deregulation of FOSL1, ZEB1 and other transcription factors with known oncogenic activity suggests that HMGA2 acts in concert with a network of regulatory factors to trigger full neoplastic conversion. Although transcription factors are considered difficult to drug, the central role of HMGA2 in the transcription factor network as well as its relevance for cancer prognosis has motivated attempts to block its function using small molecular weight compounds. The further development of direct HMGA2 antagonists may prove useful in cancer cells that have developed resistance to signalling chain inhibition.	cancer_biology genes genetic epithelial transcriptome cancer tumour cell gene mutant transcriptional		2024-06-06								cc_no		https://www.biorxiv.org/content/early/2024/06/06/2024.06.04.597297.source.xml		Reinhold Schafer	15	0
Mechanical compressive forces increase PI3K output signaling in breast and pancreatic cancer cells	ContextMechanical stresses, including compression, arise during cancer progression. In solid cancer, especially breast and pancreatic cancers, the rapid tumor growth and the environment remodeling explain their high intensity of compressive forces. However, the sensitivity of compressed cells to targeted therapies remains poorly known.  ResultsIn breast and pancreatic cancer cells, pharmacological PI3K inactivation decreased cell number and induced apoptosis. These effects were accentuated when we applied 2D compression forces in mechanically responsive cells. Compression selectively induced overexpression of PI3K isoforms and PI3K/AKT pathway activation. Further, transcriptional effects of PI3K inhibition and compression converged to control the expression of an autophagy regulator, GABARAP, which level was inversely associated with PI3K inhibitor sensitivity under compression. Compression alone blocked autophagy flux in all tested cells, while inactivation of basal PI3K activity restored autophagy flux only in mechanically non-responsive compressed cells.  ConclusionThis study provides direct evidence for the role of PI3K/AKT pathway in compression-induced mechanotransduction. PI3K inhibition promotes apoptosis or autophagy, explaining PI3K importance to control cancer cell survival under compression.	cancer_biology breast pancreatic pi3k remodeling cancers cells cancer tumor		2024-05-30								cc_no		https://www.biorxiv.org/content/early/2024/05/30/2021.10.18.464825.source.xml		Julie  Guillermet-Guibert	16	0
WITHDRAWN: Dual targeting of mitochondrial Lon peptidase 1 and chymotrypsin-like protease by small molecule BT317, as potential therapeutics in malignant astrocytoma	Withdrawal StatementThe authors have withdrawn their manuscript owing to massive revision and data validation. Therefore, the authors do not wish this work to be cited as reference for the project. If you have any questions, please contact the corresponding author.	revision cancer_biology withdrawal chymotrypsin peptidase protease authors mitochondrial manuscript withdrawn astrocytoma		2024-05-23								cc_by_nd		https://www.biorxiv.org/content/early/2024/05/23/2023.04.13.536816.source.xml		Daniela Bota	18	0
WITHDRAWN: LonP1 Drives Proneural Mesenchymal Transition in IDH1-R132H Diffuse Glioma	Withdrawal StatementThe authors have withdrawn their manuscript owing to massive revision and data validation. Therefore, the authors do not wish this work to be cited as reference for the project. If you have any questions, please contact the corresponding author.	mesenchymal revision cancer_biology withdrawal glioma lonp1 authors manuscript r132h withdrawn		2024-05-23								cc_by_nd		https://www.biorxiv.org/content/early/2024/05/23/2023.04.13.536817.source.xml		Daniela Bota	19	0
KRAS-mediated upregulation of CIP2A promotes suppression of PP2A-B56 to initiate pancreatic cancer development	Oncogenic mutations in KRAS are present in approximately 95% of patients diagnosed with pancreatic ductal adenocarcinoma (PDAC) and are considered the initiating event of pancreatic intraepithelial neoplasia (PanIN) precursor lesions. While it is well established that KRAS mutations drive the activation of oncogenic kinase cascades during pancreatic oncogenesis, the effects of oncogenic KRAS signaling on regulation of phosphatases during this process is not fully appreciated. Protein Phosphatase 2A (PP2A) has been implicated in suppressing KRAS-driven cellular transformation. However, low PP2A activity is observed in PDAC cells compared to non-transformed cells, suggesting that suppression of PP2A activity is an important step in the overall development of PDAC. In the current study, we demonstrate that KRASG12D induces the expression of both an endogenous inhibitor of PP2A activity, Cancerous Inhibitor of PP2A (CIP2A), and the PP2A substrate, c-MYC. Consistent with these findings, KRASG12D sequestered the specific PP2A subunit responsible for c-MYC degradation, B56, away from the active PP2A holoenzyme in a CIP2A-dependent manner. During PDAC initiation in vivo, knockout of B56 promoted KRASG12D tumorigenesis by accelerating acinar-to-ductal metaplasia (ADM) and the formation of PanIN lesions. The process of ADM was attenuated ex vivo in response to pharmacological re-activation of PP2A utilizing direct small molecule activators of PP2A (SMAPs). Together, our results suggest that suppression of PP2A-B56 through KRAS signaling can promote the MYC-driven initiation of pancreatic tumorigenesis.	cancer_biology tumorigenesis cip2a pancreatic cancerous adenocarcinoma b56 pp2a metaplasia cancer		2024-05-23								cc_by_nc_nd		https://www.biorxiv.org/content/early/2024/05/23/2023.07.01.547283.source.xml		Brittany Allen-Petersen	20	0
The Hidden Potential of PDE4 Inhibitor Rolipram: A Multifaceted Examination of its Inhibition of MMP2/9 Reveals Therapeutic Implications	A PDE4 inhibitor, Rolipram, was previously found to down-regulate (in a manner dependent on cAMP-PKA) MMP2 and MMP9 levels, important markers of epithelial-to-mesenchymal transition in human breast cancer cell lines. However, zymographic studies revealed that rolipram could also alter the enzymatic activities of these MMPs, even in the presence of the PKA inhibitor H89. This calls for more detailed investigations of the inhibitory mechanism of rolipram on MMP2 and MMP9. The prediction of ligand-based targets through online reverse screening indicated that proteases are likely targets of rolipram. Computational molecular docking also demonstrated significant binding affinities of rolipram for both MMP2 and MMP9 proteins. Concurrently, a well-known inhibitor of MMPs, SB3CT, was utilized as a positive control for this study. The best models of the docked complexes were used as initial conditions for molecular dynamics (MD) simulations to explore their dynamic behavior and stability. In particular, both the MMP2-rolipram and MMP9-rolipram complexes were found to be stable and compact for the duration of the simulation (300 ns). Several stable hydrogen bonds were also detected between the proteins and rolipram. In vitro experiments using primary cells from patients with breast cancer also showed that rolipram could alter the enzymatic activities of MMP2 and MMP9, independent of the cAMP-PKA signaling pathway. These observations indicate the ability of rolipram to control breast cancer by regressing the functions of MMP2 and MMP9, thus having  off-targets other than PDE4 to have direct control over proteins that are involved in the advancement of metastasis.	cancer_biology examination epithelial therapeutic rolipram metastasis inhibitor ligand cancer pde4		2024-05-23								cc_by		https://www.biorxiv.org/content/early/2024/05/23/2024.05.16.594542.source.xml		Arunima Biswas	21	0
Biological activity of a stable 6-aryl-2-benzoyl-pyridine colchicine-binding site inhibitor, 60c, in metastatic, triple-negative breast cancer	BackgroundImproving survival for patients diagnosed with metastatic disease and overcoming chemoresistance remain significant clinical challenges in treating breast cancer. Triple-negative breast cancer (TNBC) is an aggressive subtype characterized by a lack of therapeutically targetable receptors (ER/PR/HER2). TNBC therapy includes a combination of cytotoxic chemotherapies, including microtubule-targeting agents (MTAs) like paclitaxel (taxane class) or eribulin (vinca class); however, there are currently no FDA-approved MTAs that bind to the colchicine-binding site. Approximately 70% of patients who initially respond to paclitaxel will develop taxane resistance (TxR). We previously reported that an orally bioavailable colchicine-binding site inhibitor (CBSI), VERU-111, inhibits TNBC tumor growth and treats pre-established metastatic disease. To further improve the potency and metabolic stability of VERU-111, we created next-generation derivatives of its scaffold, including 60c.  Results60c shows improved in vitro potency compared to VERU-111 for taxane-sensitive and TxR TNBC models, and suppress TxR primary tumor growth without gross toxicity. 60c also suppressed the expansion of axillary lymph node metastases existing prior to treatment. Comparative analysis of excised organs for metastasis between 60c and VERU-111 suggested that 60c has unique anti-metastatic tropism. 60c completely suppressed metastases to the spleen and was more potent to reduce metastatic burden in the leg bones and kidney. In contrast, VERU-111 preferentially inhibited liver metastases and lung metastasis repression was similar. Together, these results position 60c as an additional promising CBSI for TNBC therapy, particularly for patients with TxR disease.	cancer_biology breast cancer lymph disease benzoyl fda biological metastatic tumor		2024-05-23								cc_no		https://www.biorxiv.org/content/early/2024/05/23/2024.05.22.595349.source.xml		Wei Li	22	0
Spatial Profiling of Metals through Matrix-Assisted Laser Desorption Ionization Mass Spectrometry Imaging	The spatial-omic analysis of biomolecules such as nucleic acids, lipids, metabolites, and proteins is advancing the study of biological systems and processes in a physio-pathological context. Here, we describe an innovative matrix-assisted laser desorption ionization mass spectrometry imaging (MALDI MSI) method to detect metals within biological tissues using instrumentation that is widely available in research and clinical laboratories. We characterize the spatial distribution of metals in diverse settings including mouse embryogenesis, genetic disorders leading to abnormal metal accumulation, and preclinical testing for improved platinum-based chemotherapy delivery through focused ultrasound across the blood-brain barrier. Spatial metal profiling will advance research studies and the clinical analysis of metal-related diseases, enabling more precise use of metal-based therapies and advances in diverse scientific fields beyond biomedicine.  One-Sentence SummarySpatial metallomic profiling maps native metals or those coordinated to xenobiotics, antibodies, and biomolecules in tissues.	cancer_biology metals biomolecules spectrometry imaging biomedicine laboratories laser ionization		2024-05-23								cc_no		https://www.biorxiv.org/content/early/2024/05/23/2024.05.22.594980.source.xml		Nathalie Agar	24	0
